article,biomonitoring,biomonitoring/effect_marker,biomonitoring/effect_marker/biomarker,biomonitoring/effect_marker/biomarker/gene,biomonitoring/effect_marker/biomarker/molecule,biomonitoring/effect_marker/biomarker/molecule/lipid,biomonitoring/effect_marker/biomarker/molecule/other_molecule,biomonitoring/effect_marker/biomarker/molecule/protein,biomonitoring/effect_marker/biomarker/other,biomonitoring/effect_marker/biomarker/oxidative_stress,biomonitoring/effect_marker/physiological_parameter,biomonitoring/exposure_biomarker,biomonitoring/exposure_biomarker/adipose_tissue,biomonitoring/exposure_biomarker/blood,biomonitoring/exposure_biomarker/blood/children,biomonitoring/exposure_biomarker/blood/cord_blood,biomonitoring/exposure_biomarker/blood/pregnant_women,biomonitoring/exposure_biomarker/blood/workers,biomonitoring/exposure_biomarker/hair_nail,biomonitoring/exposure_biomarker/hair_nail/children,biomonitoring/exposure_biomarker/hair_nail/pregnant_women,biomonitoring/exposure_biomarker/hair_nail/workers,biomonitoring/exposure_biomarker/mothers_milk,biomonitoring/exposure_biomarker/other,biomonitoring/exposure_biomarker/placenta,biomonitoring/exposure_biomarker/urine,biomonitoring/exposure_biomarker/urine/children,biomonitoring/exposure_biomarker/urine/pregnant_women,biomonitoring/exposure_biomarker/urine/workers,exposure_routes,exposure_routes/combined,exposure_routes/dermal_uptake,exposure_routes/dermal_uptake/children,exposure_routes/dermal_uptake/pregnant_women,exposure_routes/dermal_uptake/workers,exposure_routes/inhalation,exposure_routes/inhalation/modeled_exposure,exposure_routes/inhalation/modeled_exposure/children,exposure_routes/inhalation/modeled_exposure/pregnant_women,exposure_routes/inhalation/modeled_exposure/workers,exposure_routes/inhalation/other,exposure_routes/inhalation/other/children,exposure_routes/inhalation/other/pregnant_women,exposure_routes/inhalation/other/workers,exposure_routes/inhalation/personal_measurement,exposure_routes/inhalation/personal_measurement/children,exposure_routes/inhalation/personal_measurement/pregnant_women,exposure_routes/inhalation/personal_measurement/workers,exposure_routes/oral_intake,exposure_routes/oral_intake/drinking_water,exposure_routes/oral_intake/drinking_water/children,exposure_routes/oral_intake/drinking_water/pregnant_women,exposure_routes/oral_intake/dust,exposure_routes/oral_intake/dust/children,exposure_routes/oral_intake/dust/pregnant_women,exposure_routes/oral_intake/dust/workers,exposure_routes/oral_intake/food,exposure_routes/oral_intake/food/children,exposure_routes/oral_intake/food/pregnant_women,exposure_routes/oral_intake/products,exposure_routes/oral_intake/products/children,exposure_routes/oral_intake/products/pregnant_women,exposure_routes/oral_intake/soil,exposure_routes/oral_intake/soil/children,exposure_routes/oral_intake/soil/pregnant_women,exposure_routes/oral_intake/soil/workers,site_comparisons,site_comparisons/polluted_area,site_comparisons/workplace
"Workers in the petroleum industry are potentially exposed to a variety of petrochemicals , including benzene or benzene-containing liquids .
Although a large number of studies of petroleum workers have been conducted to examine leukemia and other cancer risks , few existing studies have investigated cell-type-specific leukemias .
One of the major reasons for the lack of cell-type-specific analysis was the small number of deaths by cell type in individual studies .
In the present investigation , all cohort studies of petroleum workers in the United States and the United Kingdom were combined into a single database for cell-type-specific leukemia analysis .
The majority of these workers were petroleum refinery employees , but production , pipeline , and distribution workers in the petroleum industry were also included .
The combined cohort consisted of more than 208,000 petroleum workers , who contributed more than 4.6 million person-years of observation .
Based on a meta-analysis of the combined data , cell-type-specific leukemia risks were expressed in terms of standardized mortality ratios ( meta-SMRs ) .
The meta-SMR for acute myeloid leukemia was 0.96 .
The lack of an increase of acute myeloid leukemia was attributed to the low levels of benzene exposure in the petroleum industry , particularly in comparison to benzene exposure levels in some previous studies of workers in other industries , who had been found to experience an increased risk of acute myeloid leukemia .
Similarly , no increase in chronic myeloid , acute lymphocytic , or chronic lymphocytic leukemias was found in petroleum workers ( meta-SMRs of 0.89 , 1.16 , and 0.84 , respectively ) .
Stratified meta-analyses restricted to refinery studies or to studies with at least 15 years of follow-up yielded similar results .
The findings of the present investigation are consistent with those from several recent case-control studies of cell-type-specific leukemia .
Patterns and levels of benzene exposure in the petroleum industry are reviewed .
The results of the present epidemiologic investigation are discussed in conjunction with recent advances in leukemogenesis from other scientific disciplines .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Human cancer risks from benzene have been estimated from epidemiological data , with supporting evidence from animal bioassay data .
This article reexamines the animal-based risk assessments using physiologically based pharmacokinetic ( PBPK ) models of benzene metabolism in animals and humans .
Internal doses ( total benzene metabolites ) from oral gavage experiments in mice are well predicted by the PBPK model .
Both the data and the PBPK model outputs are also well described by a simple nonlinear ( Michaelis-Menten ) regression model , as previously used by Bailer and Hoel [ Metabolite-based internal doses used in risk assessment of benzene .
Environ Health Perspect 82:177-184 ( 1989) ] .
Refitting the multistage model family to internal doses changes the maximum-likelihood estimate ( MLE ) dose-response curve for mice from linear-quadratic to purely cubic , so that low-dose risk estimates are smaller than in previous risk assessments .
In contrast to Bailer and Hoel's findings using interspecies dose conversion , the use of internal dose estimates for humans from a PBPK model reduces estimated human risks at low doses .
Sensitivity analyses suggest that the finding of a nonlinear MLE dose-response curve at low doses is robust to changes in internal dose definitions and more consistent with epidemiological data than earlier risk models .
A Monte-Carlo uncertainty analysis based on maximum-entropy probabilities and Bayesian conditioning is used to develop an entire probability distribution for the true but unknown dose-response function .
This allows the probability of a positive low-dose slope to be quantified : It is about 10% .
An upper 95% confidence limit on the low-dose slope of excess risk is also obtained directly from the posterior distribution and is similar to previous q1* values .
This approach suggests that the excess risk due to benzene exposure may be nonexistent ( or even negative ) at sufficiently low doses .
Two types of biological information about benzene effects--pharmacokinetic and hematotoxic--are examined to test the plausibility of this finding .
A framework for incorporating causally relevant biological information into benzene risk assessment is introduced , and it is shown that both pharmacokinetic and hematotoxic models appear to be consistent with the hypothesis that sufficiently low concentrations of inhaled benzene do not create and excess risk .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A reanalysis of the Pliofilm cohort was conducted incorporating six additional years of follow-up information gathered by the National Institute of Occupational Safety and Health ( NIOSH ) and a new set of exposure estimates developed recently .
The distribution of individual worker exposures calculated with the Paustenbach exposure estimates was compared to those derived using two earlier sets of job- , plant- , and year-specific exposure estimates .
A traditional standardized mortality ratio analysis and the Cox proportional hazards model were used to investigate the impact of these exposure estimates and the NIOSH updated information on evaluation of benzene's leukemogenicity .
There were no additional cases of multiple myeloma or any indication of increased incidences of solid tumors .
The data added in the update did not greatly modify the estimated relative risk of all leukemias associated with benzene exposure but confirmed previous findings that occupational exposure only to very high concentrations had leukemogenic potential .
Leukemia has not been observed in anyone who began employment in Pliofilm production after 1950 .
Neither the Paustenbach nor the Crump exposures gave dose-response estimates as steep as that resulting from the Rinsky exposures .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"To assess the impact of elevated levels of inorganic mercury in soil and dust and organic mercury in fish , biological monitoring was conducted among Native Americans living next to an inactive mercury mine in Clear Lake , California .
Of resident tribal members , 46% ( n = 56 ) participated in biomonitoring .
Urine mercury levels are equivalent to background , indicating that soil and dust exposures among study participants are not substantial .
The average blood organic mercury level among study participants is 15.6 +/- 8.8 micrograms/l ( n = 44 ) , which is higher than levels reported by others among those who do not consume fish ( 2 micrograms/l ) .
Consistent with results from other studies , a correlation between fish consumption and blood organic mercury is observed ( p = 0.03 ) .
The margin between observed and established adverse effect levels for adults is examined for blood organic mercury and found to be less than 10-fold for 20% of the study population .
Protective public health efforts for the study population and other similarly exposed populations , notably those who consume commercial fish products , are considered .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Thirty-six workers exposed to low or moderate levels of lead at low temperature refining processes were surveyed to examine the route of lead intake .
Blood lead level ( BPb ) , delta-aminolevulinic acid in urine , lead in facial skin wipes ( Face-Pb ) and lead in fingernails ( Nail-Pb ) were measured and their personal hygienic behavior was surveyed by a questionnaire .
BPb showed a significant correlation with Face-Pb and Nail-Pb ( r = 0.730 and r = 0.590 , respectively ) .
Multiple regression analysis extracted the factors of smoking at the workplace , face-Pb and nail-Pb as significantly related to BPb level .
Electron-microscopic observation revealed that the majority of dust particles collected from worker's faces were larger than respirable size .
Lead ingestion from contaminated face skin and fingers may contribute to elevations in the BPb level among workers .",1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"In exposure or risk assessments , both environmental and biological measurements are often used .
Environmental measurements are an excellent means for evaluating regulatory compliance , but the models used to estimate body burden from these measurements are complex .
Unless all possible routes of exposure ( i.e. , inhalation , dermal absorption , ingestion ) are evaluated , exposure to a toxicant can be underestimated .
To circumvent this problem , measurements of the internal dose of a toxicant in blood , serum , urine , or tissues can be used singularly or in combination with environmental data for exposure assessment .
In three separate laboratories , carbaryl or its primary metabolite , 1-naphthol , was measured in personal air , dermal samples , blood serum , and urine from farmer applicators and their families .
The usefulness of both environmental and biological data has been demonstrated .
For the farmer applicator , the environmental levels of carbaryl would have been sufficient to determine that an exposure had occurred .
However , biological measurements were necessary to determine the absorbed dose of each member of the applicator's family .
In addition , a correlation between serum and urinary 1-naphthol measurements has been shown ; therefore , either matrix can be used to accurately evaluate occupational carbaryl exposure .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The relationship between maternal exposure to air pollution during periods of pregnancy ( entire and specific periods ) and birth weight was investigated in a well-defined cohort .
Between 1988 and 1991 , all pregnant women living in four residential areas of Beijing were registered and followed from early pregnancy until delivery .
Information on individual mothers and infants was collected .
Daily air pollution data were obtained independently .
The sample for analysis included 74,671 first-parity live births were gestational age 37-44 weeks .
Multiple linear regression and logistic regression were used to estimate the effects of air pollution on birth weight and low birth weight ( < 2,500 g ) , adjusting for gestational age , residence , year of birth , maternal age , and infant gender .
There was a significant exposure-response relationship between maternal exposures to sulfur dioxide ( SO2 ) and total suspended particles ( TSP ) during the third trimester of pregnancy and infant birth weight .
The adjusted odds ratio for low birth weight was 1.11 ( 95% CI , 1.06-1.16 ) for each 100 micrograms/m3 increase in SO2 and 1.10 ( 95% CI , 1.05-1.14 ) for each 100 micrograms/m3 increase in TSP .
The estimated reduction in birth weight was 7.3 g and 6.9 g for each 100 micrograms/m3 increase in SO2 and in TSP , respectively .
The birth weight distribution of the high-exposure group was more skewed toward the left tail ( i.e. , with higher proportion of births < 2,500 g ) than that of the low-exposure group .
Although the effects of other unmeasured risk factors cannot be excluded with certainty , our data suggests that TSP and SO2 , or a more complex pollution mixture associated with these pollutants , contribute to an excess risk of low birth weight in the Beijing population .",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The associations between arsenic ingestion and cancers of the bladder and kidney have been documented in Taiwan .
To evaluate further such associations for urinary cancers of various cell types , we conducted an ecologic study encompassing 243 townships using cancer registry data of patients diagnosed between 1980 and 1987 .
We used the proportions of wells with various specified arsenic levels in each township as indicators of exposure and evaluated the effects of urbanization and smoking by an urbanization index and the number of cigarettes sold per capita .
In both genders , we observed associations of high arsenic levels in drinking water with transitional cell carcinomas of the bladder , kidney , and ureter and all urethral cancers combined .
We also observed such associations in adenocarcinomas of the bladder in males , but not in squamous cell carcinomas of the bladder or renal cell carcinomas or nephroblastomas of the kidney .
There was also a positive association between the urbanization index and transitional cell carcinomas of the ureter in males .
The number of cigarettes sold per capita was not a good predictor for urinary cancers .
The results indicate that the carcinogenicity of arsenic may be cell type specific .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alveolar breath sampling was used to assess trihalomethane ( THM ) exposures encountered by collegiate swimmers during a typical 2-hr training period in an indoor natatorium .
The breath samples were collected at regular intervals before , during , and for 3 hr after a moderately intense training workout .
Integrated and grab whole-air samples were collected during the training period to help determine inhalation exposures , and pool water samples were collected to help assess dermal exposures .
Resulting breath samples collected during the workout demonstrated a rapid uptake of two THMs ( chloroform and bromodichloromethane ) , with chloroform concentrations exceeding the natatorium air levels within 8 min after the exposure began .
Chloroform levels continued to rise steeply until they were more than two times the indoor levels , providing evidence that the dermal route of exposure was relatively rapid and ultimately more important than the inhalation route in this training scenario .
Chloroform elimination after the exposure period was fitted to a three compartment model that allowed estimation of compartmental half-lives , resulting minimum bloodborne dose , and an approximation of the duration of elevated body burdens .
We estimated the dermal exposure route to account for 80% of the blood chloroform concentration and the transdermal diffusion efficiency from the water to the blood to in excess of 2% .
Bromodichloromethane elimination was fitted to a two compartment model which provided evidence of a small , but measurable , body burden of this THM resulting from vigorous swim training .
These results suggest that trihalomethane exposures for competitive swimmers under prolonged , high-effort training are common and possibly higher than was previously thought and that the dermal exposure route is dominant .
The exposures and potential risks associated with this common recreational activity should be more thoroughly investigated .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A cross-sectional study was conducted in 35 male subjects randomly selected from workers of a ferroalloy production plant and exposed to manganese ( Mn ) oxides ; the objective was to detect early signs of neurologic impairment .
The subjects ' mean age was 39.4 years ( SD , 8. 4 ) ; the average exposure duration was 14.5 years ( range , 5-29 years ) .
A control group of industrial workers not exposed to neurotoxic chemicals and comparable in age and confounding factors was recruited .
The intensity of Mn exposure was moderate , as reflected by airborne Mn concentrations in total dust averaging 193 [ corrected ] micro g/m3 .
Mn levels in blood ( MnB ) and urine ( MnU ) were significantly higher in the Mn-exposed workers than in control workers .
A relationship ( not found with MnU ) was found between MnB and a cumulative exposure index calculated on the basis of air concentration and exposure history for each subject ( r = 0.52 ; r2 = 0.27 ; P = 0.002 ) .
Psychomotor function scores were lower among Mn-exposed subjects .
The Aiming score was negatively correlated with MnB in the exposed group .
The olfactory threshold did not differ between the two groups , although it was negatively associated with MnU in the exposed group .
The white blood cell count results were significantly higher in Mn-exposed subjects than in controls .
These findings show that an increase in Mn body burden is associated with an impairment of motor functions , whereas the increased excretion of Mn is related to an increased olfactory perception .
Changes in numbers of leukocytes could indicate possible interferences of Mn with the immunological system .",1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
